No.,Trade Date,Type,Ticker,Direction,Call/Put,Currency,Spot Price,% to Strike,Strike,Ref Price,Strike %,Prem Left,Expiry Date,DTE,Quantity,Notl (Local),Notl ($),Delta Notl,Broker,% Premium,Status,Premium ($),Delivery PnL,Combined PnL,Strategy,Notes,FX,Cum Premium,Entry Price,Current Price,Date,C/P,BBG Ticker
104,16-Jan-23,OTC - Stock,RMS FP,Sell,Put,EUR,1730,25%,1381.25,1625,85.0%,,17-Mar-23,0,569,$0.92,$0.79,,UBS,1.07%,Expired,"$9,893",$0,"$9,893",,,1.067,"$2,082,806",,,03/17/23,P,
105,17-Jan-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.52,15%,4.79,5.983956,80.0%,,17-Mar-23,0,"165,830",$0.99,$0.79,,GS,1.40%,Expired,"$13,897",$0,"$13,897",,,1.2173,"$2,096,703",,,03/17/23,P,
106,18-Jan-23,Listed - Stock,SWAV US,Sell,Put,USD,199.37,33%,150.00,183.5,81.7%,,17-Feb-23,0,"5,400",$0.99,$0.81,,MS,1.24%,Expired,"$12,276",$0,"$12,276",,,1,"$2,108,979",,,02/17/23,P,SWAV US 02/17/23 P150 Equity
107,18-Jan-23,OTC - Stock,PDD US,Sell,Put,USD,93.42,25%,75.00,89.81,83.5%,,17-Feb-23,0,"11,100",$1.00,$0.83,,MS,0.80%,Expired,"$7,937",$0,"$7,937",,,1,"$2,116,916",,,02/17/23,P,
108,19-Jan-23,OTC - Stock,WOLF US,Sell,Put,USD,72.02,19%,60.77,75.9564,80.0%,,21-Feb-23,0,"13,200",$1.00,$0.80,,GS,1.96%,Expired,"$19,651",$0,"$19,651",,,1,"$2,136,567",,,02/21/23,P,
109,19-Jan-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.818,32%,4.40,5.498,80.0%,,17-Feb-23,0,"180,180",$0.99,$0.79,,GS,0.70%,Expired,"$6,937",$0,"$6,937",,,1.2037,"$2,143,504",,,02/17/23,P,
110,19-Jan-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1466.8,41%,1042.56,1303.2,80.0%,,17-Feb-23,0,762,$0.99,$0.79,,GS,0.73%,Expired,"$7,249",$0,"$7,249",,,1.0695,"$2,150,753",,,02/17/23,P,
111,19-Jan-23,OTC - Stock,RMS FP,Sell,Put,EUR,1747,27%,1373.81,1616.2476,85.0%,,17-Feb-23,0,"1,144",$1.85,$1.57,,MS,0.45%,Expired,"$8,320",$0,"$8,320",,,1.0695,"$2,159,074",,,02/17/23,P,
112,25-Jan-23,Listed - Stock,SWAV US,Sell,Put,USD,199.37,33%,150.00,190,78.9%,,17-Feb-23,0,"1,100",$0.21,$0.17,,MS,0.56%,Expired,"$1,165",$0,"$1,165",,,1,"$2,160,239",,,02/17/23,P,SWAV US 02/17/23 P150 Equity
113,25-Jan-23,OTC - Stock,TSLA US,Sell,Put,USD,207.63,82%,114.24,142.8,80.0%,,27-Feb-23,0,"14,000",$2.00,$1.60,,MS,1.71%,Expired,"$34,187",$0,"$34,187",,,1,"$2,194,426",,,02/27/23,P,
114,26-Jan-23,OTC- FX,USDJPY Curncy,Buy,Put,USD,133.67,4%,128.00,127.81,100.1%,,26-Apr-23,0,,$5.00,$5.01,,GS,-2.61%,Expired,"-$130,500",$0,"-$130,500",,,1,"$2,063,926",,,04/26/23,P,
115,26-Jan-23,Listed - Stock,WOLF US,Sell,Put,USD,77.63,19%,65.00,79,82.3%,,17-Feb-23,0,"25,000",$1.98,$1.63,,MS,0.83%,Expired,"$16,488",$0,"$16,488",,,1,"$2,080,413",,,02/17/23,P,WOLF US 02/17/23 P65 Equity
116,26-Jan-23,OTC - Stock,PYPL US,Sell,Call,USD,73.77,29%,95.48,79.5703,120.0%,,27-Feb-23,0,"12,500",$0.99,$1.19,,MS,0.76%,Expired,"$7,559",$0,"$7,559",,,1,"$2,087,972",,,02/27/23,C,
117,26-Jan-23,OTC - Stock,MRNA US,Sell,Put,USD,138.27,-8%,150.92,188.6463,80.0%,,27-Feb-23,0,"10,600",$2.00,$1.60,,GS,0.64%,Exercised,"$12,798","-$134,058","-$121,260",,,1,"$2,100,770",,,02/27/23,P,
118,26-Jan-23,OTC - Stock,ASML US,Sell,Put,USD,632.08,11%,570.82,671.55,85.0%,,27-Feb-23,0,"1,500",$1.01,$0.86,,GS,0.44%,Expired,"$4,432",$0,"$4,432",,,1,"$2,105,202",,,02/27/23,P,
119,26-Jan-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.52,25%,4.43,5.21314236,85.0%,,17-Mar-23,0,"389,000",$2.03,$1.72,,GS,1.85%,Expired,"$37,500",$0,"$37,500",,,1.2173,"$2,142,702",,,03/17/23,P,
120,26-Jan-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1466.8,36%,1076.10,1345.12,80.0%,,17-Feb-23,0,"1,486",$2.00,$1.60,,UBS,0.63%,Expired,"$12,500",$0,"$12,500",,,1.0695,"$2,155,202",,,02/17/23,P,
121,26-Jan-23,OTC - Stock,UMG NA,Sell,Call,EUR,22.72,23%,28.04,23.3706,120.0%,,27-Mar-23,0,"43,000",$1.00,$1.21,,UBS,0.41%,Expired,"$4,170",$0,"$4,170",,,1.0798,"$2,159,372",,,03/27/23,C,
122,27-Jan-23,OTC - Stock,WISE LN,Sell,Put,EUR,5.818,34%,4.35,5.118087,85.0%,,17-Feb-23,0,"194,550",$1.00,$0.85,,GS,0.90%,Expired,"$8,969",$0,"$8,969",,,1.0695,"$2,168,341",,,02/17/23,P,
123,30-Jan-23,OTC - Stock,MRNA US,Sell,Put,USD,138.81,-5%,146.00,182.4994,80.0%,,28-Feb-23,0,"5,500",$1.00,$0.80,,MS,0.68%,Exercised,"$6,826","-$39,545","-$32,720",,,1,"$2,175,166",,,02/28/23,P,
124,1-Feb-23,OTC - Stock,MRNA US,Sell,Put,USD,135.66,1%,134.63,168.2895,80.0%,,1-Mar-23,0,"5,900",$0.99,$0.79,,GS,0.74%,Expired,"$7,348",$0,"$7,348",,,1,"$2,182,514",,,03/01/23,P,
125,3-Feb-23,OTC - Stock,300059 CH,Sell,Put,CNY,22.89,20%,19.04,22.398,85.0%,,3-Apr-23,0,"596,754",$13.37,$1.68,,UBS,0.87%,Expired,"$17,241",$0,"$17,241",,,0.145397444,"$2,199,755",,,04/03/23,P,
126,3-Feb-23,OTC - Stock,688036 CH,Sell,Call,CNY,112.56,-4%,108.34,90.28,120.0%,,3-Apr-23,0,"74,727",$6.75,$1.20,,UBS,1.60%,Exercised,"$15,998","-$45,894","-$29,896",,,0.145397444,"$2,215,753",,,04/03/23,C,
127,3-Feb-23,OTC - Stock,002050 CH,Sell,Put,CNY,25.2,18%,21.36,25.1262,85.0%,,3-Apr-23,0,"715,770",$17.98,$2.26,,UBS,1.45%,Expired,"$38,644",$0,"$38,644",,,0.145397444,"$2,254,397",,,04/03/23,P,
128,6-Feb-23,OTC - Stock,688036 CH,Sell,Call,CNY,130.98,-14%,113.16,94.3,120.0%,,6-Apr-23,0,"71,060",$6.70,$1.18,,UBS,1.69%,Exercised,"$16,673","-$184,241","-$167,568",,,0.145496872,"$2,271,070",,,04/06/23,C,
129,6-Feb-23,OTC - Stock,002050 CH,Sell,Put,CNY,25.29,20%,21.11,24.8385,85.0%,,6-Apr-23,0,"375,000",$9.31,$1.17,,UBS,1.47%,Expired,"$20,163",$0,"$20,163",,,0.145496872,"$2,291,232",,,04/06/23,P,
130,6-Feb-23,OTC - Stock,ONON US,Sell,Call,USD,22.47,20%,26.92,22.4328,120.0%,,6-Mar-23,0,"44,600",$1.00,$1.20,,GS,0.44%,Expired,"$4,402",$0,"$4,402",,,1,"$2,295,634",,,03/06/23,C,
131,6-Feb-23,OTC - Stock,STAA US,Sell,Call,USD,58.84,51%,88.80,74,120.0%,,6-Mar-23,0,"13,500",$1.00,$1.20,,MS,1.88%,Expired,"$18,752",$0,"$18,752",,,1,"$2,314,386",,,03/06/23,C,
132,6-Feb-23,OTC - Stock,NTES US,Sell,Call,USD,86.46,23%,106.60,88.8355,120.0%,,6-Mar-23,0,"11,300",$1.00,$1.20,,MS,0.55%,Expired,"$5,552",$0,"$5,552",,,1,"$2,319,938",,,03/06/23,C,
133,7-Feb-23,OTC - Stock,002050 CH,Sell,Call,CNY,23.98,26%,30.12,27.38,110.0%,,7-Mar-23,0,"247,600",$6.78,$1.10,,UBS,1.80%,Expired,"$17,973",$0,"$17,973",,,0.143550286,"$2,337,911",,,03/07/23,C,
134,8-Feb-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1385,33%,1043.84,1304.7949,80.0%,,17-Mar-23,0,"1,480",$1.93,$1.54,,GS,0.85%,Expired,"$16,414",$0,"$16,414",,,1.067,"$2,354,325",,,03/17/23,P,
135,8-Feb-23,OTC - Stock,WISE LN,Sell,Call,GBP,5.71,23%,7.00,5.95,117.6%,,21-Apr-23,0,"168,900",$1.00,$1.18,,GS,1.51%,Expired,"$15,201",$0,"$15,201",,,1.2432,"$2,369,526",,,04/21/23,C,
136,8-Feb-23,OTC - Stock,WOLF US,Sell,Call,USD,70.15,42%,99.65,83.0393,120.0%,,8-Mar-23,0,"12,000",$1.00,$1.20,,GS,0.70%,Expired,"$6,975",$0,"$6,975",,,1,"$2,376,501",,,03/08/23,C,
137,8-Feb-23,OTC - Stock,AMZN US,Sell,Put,USD,90.73,7%,85.00,100.2,84.8%,,10-Mar-23,0,"10,000",$1.00,$0.85,,MS,0.50%,Expired,"$5,032",$0,"$5,032",,,1,"$2,381,533",,,03/10/23,P,
138,8-Feb-23,OTC - Stock,PYPL US,Sell,Call,USD,73.43,32%,97.00,81.1,119.6%,,10-Mar-23,0,"12,300",$1.00,$1.19,,MS,1.00%,Expired,"$9,978",$0,"$9,978",,,1,"$2,391,511",,,03/10/23,C,
139,10-Feb-23,OTC - Stock,RMS FP,Sell,Put,EUR,2003.5,43%,1404.20,1652,85.0%,,21-Apr-23,0,600,$0.99,$0.84,,GS,1.05%,Expired,"$10,408",$0,"$10,408",,,1.0986,"$2,401,919",,,04/21/23,P,
140,10-Feb-23,OTC - Stock,EVO SS,Sell,Put,SEK,1410,31%,1075.20,1264.9367,85.0%,,21-Apr-23,0,"8,195",$10.37,$0.84,,GS,1.06%,Expired,"$10,458",$0,"$10,458",,,0.097116,"$2,412,377",,,04/21/23,P,
141,16-Feb-23,OTC - Stock,300012 CH,Sell,Put,CNY,19.6,-2%,19.90,22.1066,90.0%,,17-Apr-23,0,"310,500",$6.86,$0.90,,MS,1.00%,Exercised,"$9,998","-$13,539","-$3,541",,,0.14535095,"$2,422,375",,,04/17/23,P,
142,17-Feb-23,OTC - Stock,UMG NA,Sell,Put,EUR,20.7,8%,19.12,22.4893,85.0%,,21-Apr-23,0,"88,800",$2.00,$1.70,,GS,0.71%,Expired,"$14,199",$0,"$14,199",,,1.0986,"$2,436,574",,,04/21/23,P,
143,17-Feb-23,OTC - Stock,ADYEN NA,Sell,Call,EUR,1385,24%,1720.00,1450.9417,118.5%,,17-Mar-23,0,690,$1.00,$1.19,,GS,0.42%,Expired,"$4,175",$0,"$4,175",,,1.067,"$2,440,749",,,03/17/23,C,
144,17-Feb-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.52,14%,4.84,5.696541,85.0%,,17-Mar-23,0,"83,300",$0.47,$0.40,,GS,0.60%,Expired,"$2,849",$0,"$2,849",,,1.2173,"$2,443,598",,,03/17/23,P,
145,17-Feb-23,OTC - Stock,MRNA US,Sell,Put,USD,150.02,14%,131.62,164.5278,80.0%,,17-Mar-23,0,"6,100",$1.00,$0.80,,GS,0.77%,Expired,"$7,728",$0,"$7,728",,,1,"$2,451,326",,,03/17/23,P,
146,17-Feb-23,OTC - Stock,MRNA US,Sell,Put,USD,150.02,14%,131.44,164.3,80.0%,,17-Mar-23,0,"6,100",$1.00,$0.80,,MS,0.73%,Expired,"$7,283",$0,"$7,283",,,1,"$2,458,609",,,03/17/23,P,
147,20-Feb-23,OTC - Stock,300059 CH,Sell,Call,CNY,19.98,21%,24.17,21.97,110.0%,,20-Mar-23,0,"311,700",$6.85,$1.10,,UBS,1.00%,Expired,"$9,972",$0,"$9,972",,,0.145412244,"$2,468,581",,,03/20/23,C,
148,20-Feb-23,OTC - Stock,DIM FP,Sell,Put,EUR,301.8,2%,296.48,329.426,90.0%,,17-Mar-23,0,"3,030",$1.00,$0.90,,GS,1.06%,Expired,"$10,579",$0,"$10,579",,,1.067,"$2,479,160",,,03/17/23,P,
149,20-Feb-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.52,14%,4.84,5.6987,85.0%,,17-Mar-23,0,"174,800",$1.00,$0.85,,GS,0.50%,Expired,"$4,982",$0,"$4,982",,,1.2173,"$2,484,142",,,03/17/23,P,
150,20-Feb-23,OTC - Stock,RMS FP,Sell,Put,EUR,2003.5,37%,1458.12,1715.4375,85.0%,,21-Apr-23,0,580,$0.99,$0.85,,GS,0.65%,Expired,"$6,467",$0,"$6,467",,,1.0986,"$2,490,609",,,04/21/23,P,
151,21-Feb-23,OTC - Stock,300012 CH,Sell,Put,CNY,18.6,-5%,19.59,21.77,90.0%,,21-Apr-23,0,"314,500",$6.85,$0.90,,UBS,0.90%,Exercised,"$8,960","-$45,317","-$36,357",,,0.145108396,"$2,499,569",,,04/21/23,P,
152,21-Feb-23,OTC - Stock,DIM FP,Sell,Put,EUR,253.3,-8%,276.72,325.5522,85.0%,,21-Apr-23,0,"3,025",$0.98,$0.84,,GS,1.46%,Exercised,"$14,389","-$77,829","-$63,440",,,1.0986,"$2,513,958",,,04/21/23,P,
153,21-Feb-23,OTC - Stock,EVO SS,Sell,Call,SEK,1410,2%,1442.92,1311.7436,110.0%,,21-Apr-23,0,"7,964",$10.45,$1.11,,UBS,0.91%,Expired,"$9,176",$0,"$9,176",,,0.097116,"$2,523,134",,,04/21/23,C,
154,21-Feb-23,OTC - Stock,EVO SS,Sell,Call,SEK,1410,3%,1451.40,1319.4549,110.0%,,21-Apr-23,0,"7,810",$10.30,$1.09,,GS,0.97%,Expired,"$9,621",$0,"$9,621",,,0.097116,"$2,532,755",,,04/21/23,C,
155,21-Feb-23,OTC - Stock,PDD US,Sell,Put,USD,78.93,14%,69.51,86.8831,80.0%,,21-Mar-23,0,"23,000",$2.00,$1.60,,GS,1.11%,Expired,"$22,181",$0,"$22,181",,,1,"$2,554,936",,,03/21/23,P,
156,21-Feb-23,OTC - Stock,WISE LN,Sell,Call,GBP,5.71,16%,6.63,5.763402,115.0%,,21-Apr-23,0,"13,429",$0.08,$0.09,,GS,0.95%,Expired,$736,$0,$736,,,1.2432,"$2,555,672",,,04/21/23,C,
157,21-Feb-23,OTC - Stock,SWAV US,Sell,Put,USD,215.02,43%,150.65,188.315,80.0%,,21-Mar-23,0,"5,300",$1.00,$0.80,,GS,0.46%,Expired,"$4,591",$0,"$4,591",,,1,"$2,560,263",,,03/21/23,P,
158,21-Feb-23,Listed - Stock,STAA US,Sell,Call,USD,59.96,42%,85.00,67.5,125.9%,,17-Mar-23,0,"3,200",$0.22,$0.27,,MS,1.64%,Expired,"$3,550",$0,"$3,550",,,1,"$2,563,813",,,03/17/23,C,STAA US 03/17/23 C85 Equity
159,21-Feb-23,OTC - Stock,PDD US,Sell,Put,USD,91.94,31%,70.00,86.93337,80.5%,,17-Mar-23,0,"23,000",$2.00,$1.61,,MS,0.99%,Expired,"$19,718",$0,"$19,718",,,1,"$2,583,531",,,03/17/23,P,
160,22-Feb-23,OTC - Stock,300470 CH,Sell,Call,CNY,44.66,5%,46.93,42.6615,110.0%,,24-Apr-23,0,"323,000",$13.78,$2.20,,UBS,1.16%,Expired,"$23,172",$0,"$23,172",,,0.145015807,"$2,606,703",,,04/24/23,C,
161,22-Feb-23,OTC - Stock,300012 CH,Sell,Put,CNY,18.37,-6%,19.62,21.8,90.0%,,24-Apr-23,0,"316,500",$6.90,$0.90,,UBS,1.01%,Exercised,"$10,102","-$57,372","-$47,270",,,0.145015807,"$2,616,805",,,04/24/23,P,
162,22-Feb-23,OTC - Stock,300470 CH,Sell,Put,CNY,44.66,16%,38.40,42.6615,90.0%,,24-Apr-23,0,"323,000",$13.78,$1.80,,UBS,0.87%,Expired,"$17,379",$0,"$17,379",,,0.145015807,"$2,634,184",,,04/24/23,P,
163,22-Feb-23,OTC - Stock,UMG NA,Sell,Call,EUR,20.91,27%,26.51,22.0918,120.0%,,24-Apr-23,0,"90,500",$2.00,$2.40,,UBS,0.37%,Expired,"$7,397",$0,"$7,397",,,1.1046,"$2,641,582",,,04/24/23,C,
164,22-Feb-23,OTC - Stock,UMG NA,Sell,Call,EUR,20.91,21%,25.41,22.0918,115.0%,,24-Apr-23,0,"45,300",$1.00,$1.15,,UBS,0.72%,Expired,"$7,205",$0,"$7,205",,,1.1046,"$2,648,787",,,04/24/23,C,
165,22-Feb-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.71,28%,4.47,5.5878,80.0%,,21-Apr-23,0,"115,536",$0.65,$0.52,,GS,0.70%,Expired,"$4,517",$0,"$4,517",,,1.2432,"$2,653,305",,,04/21/23,P,
166,22-Feb-23,OTC - Stock,NTES US,Sell,Call,USD,85.17,20%,102.06,85.0538,120.0%,,22-Mar-23,0,"58,800",$5.00,$6.00,,GS,0.51%,Expired,"$25,506",$0,"$25,506",,,1,"$2,678,811",,,03/22/23,C,
166,22-Feb-23,OTC - Stock,NTES US,Sell,Call,USD,85.17,20%,102.06,85.0538,120.0%,,22-Mar-23,0,"58,800",$5.00,$6.00,,GS,0.51%,Expired,"$25,506",$0,"$25,506",,,1,"$2,704,316",,,03/22/23,C,
168,22-Feb-23,OTC - Stock,ASML US,Sell,Put,USD,640.37,21%,531.25,625,85.0%,,22-Mar-23,0,"1,600",$1.00,$0.85,,GS,0.56%,Expired,"$5,600",$0,"$5,600",,,1,"$2,709,916",,,03/22/23,P,
169,23-Feb-23,OTC - Stock,WISE LN,Sell,Call,GBP,5.71,17%,6.68,5.80562,115.0%,,21-Apr-23,0,"172,000",$1.00,$1.15,,GS,1.00%,Expired,"$9,993",$0,"$9,993",,,1.2432,"$2,719,910",,,04/21/23,C,
170,24-Feb-23,OTC - Stock,EVO SS,Sell,Put,SEK,1410,22%,1154.70,1283,90.0%,,21-Apr-23,0,"8,104",$10.40,$0.89,,UBS,1.25%,Expired,"$12,443",$0,"$12,443",,,0.097116,"$2,732,353",,,04/21/23,P,
171,24-Feb-23,OTC - Stock,EVO SS,Sell,Put,SEK,1410,33%,1062.50,1250,85.0%,,21-Apr-23,0,"8,289",$10.36,$0.84,,GS,0.69%,Expired,"$6,843",$0,"$6,843",,,0.097116,"$2,739,196",,,04/21/23,P,
172,24-Feb-23,OTC - Stock,NTES US,Sell,Put,USD,90.28,44%,62.48,78.1053,80.0%,,24-Apr-23,0,"12,800",$1.00,$0.80,,MS,0.86%,Expired,"$8,568",$0,"$8,568",,,1,"$2,747,764",,,04/24/23,P,
173,24-Feb-23,OTC - Stock,PDD US,Sell,Put,USD,73.96,11%,66.70,83.369,80.0%,,24-Mar-23,0,"12,000",$1.00,$0.80,,MS,1.44%,Expired,"$14,376",$0,"$14,376",,,1,"$2,762,140",,,03/24/23,P,
174,27-Feb-23,OTC - Stock,002050 CH,Sell,Call,CNY,25.56,18%,30.07,26.15,115.0%,,27-Mar-23,0,"266,700",$6.97,$1.15,,UBS,0.66%,Expired,"$6,601",$0,"$6,601",,,0.145306597,"$2,768,742",,,03/27/23,C,
175,27-Feb-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1456.2,20%,1218.54,1353.96,90.0%,,27-Apr-23,0,"1,392",$1.88,$1.70,,MS,2.70%,Expired,"$50,886",$0,"$50,886",,,1.1028,"$2,819,628",,,04/27/23,P,
176,27-Feb-23,OTC - Stock,EVO SS,Sell,Put,SEK,1330,17%,1140.76,1267.508,90.0%,,27-Mar-23,0,"8,222",$10.42,$0.90,,UBS,0.49%,Expired,"$4,910",$0,"$4,910",,,0.096362,"$2,824,538",,,03/27/23,P,
177,27-Feb-23,OTC - Stock,UMG NA,Sell,Call,EUR,19.625,33%,26.07,22.6668,115.0%,,27-Apr-23,0,"83,342",$1.89,$2.17,,UBS,0.57%,Expired,"$10,859",$0,"$10,859",,,1.1028,"$2,835,397",,,04/27/23,C,
178,27-Feb-23,OTC - Stock,ONON US,Sell,Call,USD,33.31,-26%,24.62,21.4076,115.0%,,21-Apr-23,0,"93,424",$2.00,$2.30,,UBS,2.44%,Exercised,"$48,702","-$811,855","-$763,153",,,1,"$2,884,099",,,04/21/23,C,
179,27-Feb-23,OTC - Stock,ONON US,Sell,Call,USD,21.61,4%,22.50,21.245,105.9%,,17-Mar-23,0,"95,000",$2.02,$2.14,,MS,2.79%,Expired,"$56,307",$0,"$56,307",,,1,"$2,940,406",,,03/17/23,C,
180,27-Feb-23,OTC - Stock,TSLA US,Sell,Call,USD,190.41,31%,250.00,207.3,120.6%,,24-Mar-23,0,"9,600",$1.99,$2.40,,MS,1.42%,Expired,"$28,332",$0,"$28,332",,,1,"$2,968,738",,,03/24/23,C,
181,27-Feb-23,Listed - Stock,SWAV US,Sell,Call,USD,286.46,-20%,230.00,190.5,120.7%,,21-Apr-23,0,"5,100",$0.97,$1.17,,MS,1.55%,Exercised,"$15,093","-$287,946","-$272,853",,,1,"$2,983,832",,,04/21/23,C,SWAV US 04/21/23 C230 Equity
182,28-Feb-23,OTC - Stock,300059 CH,Sell,Call,CNY,19.9296,15%,22.99,20.9,110.0%,,28-Mar-23,0,"663,600",$13.87,$2.20,,MS,0.90%,Expired,"$17,984",$0,"$17,984",,,0.145427047,"$3,001,815",,,03/28/23,C,
183,28-Feb-23,OTC - Stock,688036 CH,Sell,Call,CNY,109,-11%,96.79,80.656,120.0%,,28-Apr-23,0,"172,200",$13.89,$2.40,,UBS,1.10%,Exercised,"$21,956","-$304,233","-$282,277",,,0.144663368,"$3,023,772",,,04/28/23,C,
184,2-Mar-23,OTC - Stock,300470 CH,Sell,Put,CNY,45.48,20%,37.98,42.1996,90.0%,,4-May-23,0,"163,400",$6.90,$0.90,,UBS,0.70%,Expired,"$6,990",$0,"$6,990",,,0.144690579,"$3,030,761",,,05/04/23,P,
184,28-Feb-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1444.2,28%,1127.28,1326.215,85.0%,,21-Apr-23,0,754,$1.00,$0.85,,UBS,1.32%,Expired,"$13,210",$0,"$13,210",,,1.0986,"$3,043,971",,,04/21/23,P,
185,28-Feb-23,OTC - Stock,DIM FP,Sell,Put,EUR,301.8,12%,268.51,315.8967,85.0%,,17-Mar-23,0,"3,145",$0.99,$0.84,,GS,0.42%,Expired,"$4,173",$0,"$4,173",,,1.067,"$3,048,144",,,03/17/23,P,
186,28-Feb-23,OTC - Stock,DIM FP,Sell,Put,EUR,253.3,-6%,268.51,315.8967,85.0%,,21-Apr-23,0,"3,145",$0.99,$0.84,,GS,1.20%,Exercised,"$11,922","-$52,560","-$40,638",,,1.0986,"$3,060,066",,,04/21/23,P,
187,28-Feb-23,OTC - Stock,EVO SS,Sell,Put,SEK,1410,23%,1141.98,1268.866,90.0%,,21-Apr-23,0,"8,230",$10.44,$0.90,,GS,2.10%,Expired,"$12,443",$0,"$12,443",,,0.097116,"$3,072,509",,,04/21/23,P,
188,28-Feb-23,OTC - Stock,ONON US,Sell,Call,USD,29.69,-14%,25.55,22.22,115.0%,,28-Mar-23,0,"44,700",$0.99,$1.14,,MS,1.23%,Exercised,"$12,208","-$185,058","-$172,850",,,1,"$3,084,717",,,03/28/23,C,
189,28-Feb-23,OTC - Stock,ONON US,Sell,Call,USD,29.69,-10%,26.66,22.22,120.0%,,28-Mar-23,0,"44,700",$0.99,$1.19,,MS,0.65%,Exercised,"$6,437","-$135,441","-$129,004",,,1,"$3,091,154",,,03/28/23,C,
190,28-Feb-23,OTC - Stock,NTES US,Sell,Put,USD,88.44,36%,65.00,77.76,83.6%,,31-Mar-23,0,"12,700",$0.99,$0.83,,MS,0.48%,Expired,"$4,699",$0,"$4,699",,,1,"$3,095,853",,,03/31/23,P,
191,1-Mar-23,OTC - Stock,300059 CH,Sell,Call,CNY,22.89,2%,23.45,21.32,110.0%,,3-Apr-23,0,"324,900",$6.93,$1.10,,UBS,1.00%,Expired,"$10,012",$0,"$10,012",,,0.145397444,"$3,105,865",,,04/03/23,C,
192,1-Mar-23,OTC - Stock,688036 CH,Sell,Call,CNY,112.56,-16%,94.43,82.117,115.0%,,3-Apr-23,0,"84,900",$6.97,$1.16,,UBS,0.71%,Exercised,"$7,154","-$223,745","-$216,591",,,0.145397444,"$3,113,019",,,04/03/23,C,
193,2-Mar-23,OTC - Stock,002050 CH,Sell,Put,CNY,25.2,24%,20.38,23.9787,85.0%,,3-Apr-23,0,"573,200",$13.74,$1.70,,MS,0.70%,Expired,"$13,986",$0,"$13,986",,,0.145397444,"$3,127,005",,,04/03/23,P,
195,2-Mar-23,OTC - Stock,WOLF US,Sell,Put,USD,62.35,18%,53.04,66.2995,80.0%,,3-Apr-23,0,"15,200",$1.01,$0.81,,MS,1.15%,Expired,"$11,619",$0,"$11,619",,,1,"$3,138,624",,,04/03/23,P,
196,3-Mar-23,OTC - Stock,UMG NA,Sell,Put,EUR,20.7,11%,18.57,21.8425,85.0%,,21-Apr-23,0,"43,278",$0.95,$0.80,,MS,0.46%,Expired,"$4,341",$0,"$4,341",,,1.0986,"$3,142,965",,,04/21/23,P,
197,3-Mar-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.71,16%,4.92,5.789852972,85.0%,,21-Apr-23,0,"144,137",$0.83,$0.71,,MS,0.86%,Expired,"$7,177",$0,"$7,177",,,1.2432,"$3,150,142",,,04/21/23,P,
198,3-Mar-23,OTC - Stock,WISE LN,Sell,Put,GBP,5.71,24%,4.62,5.769432,80.0%,,21-Apr-23,0,"175,100",$1.01,$0.81,,GS,0.50%,Expired,"$5,043",$0,"$5,043",,,1.2432,"$3,155,185",,,04/21/23,P,
199,3-Mar-23,OTC - Stock,UMG NA,Sell,Put,EUR,20.7,12%,18.53,21.7942,85.0%,,21-Apr-23,0,"86,410",$1.88,$1.60,,UBS,0.44%,Expired,"$8,287",$0,"$8,287",,,1.0986,"$3,163,472",,,04/21/23,P,
200,3-Mar-23,OTC - Stock,NTES US,Sell,Call,USD,89.76,11%,99.49,86.5127,115.0%,,3-Apr-23,0,"23,117",$2.00,$2.30,,UBS,0.71%,Expired,"$14,198",$0,"$14,198",,,1,"$3,177,670",,,04/03/23,C,
201,3-Mar-23,OTC - Stock,PDD US,Sell,Call,USD,74.84,56%,116.40,96.9964,120.0%,,3-Apr-23,0,"20,619",$2.00,$2.40,,UBS,1.69%,Expired,"$33,799",$0,"$33,799",,,1,"$3,211,469",,,04/03/23,C,
202,7-Mar-23,OTC - Stock,002050 CH,Sell,Put,CNY,24.41,12%,21.73,24.14,90.0%,,11-Apr-23,0,"286,000",$6.90,$0.90,,MS,1.50%,Expired,"$14,929",$0,"$14,929",,,0.14522219,"$3,226,398",,,04/11/23,P,
203,7-Mar-23,OTC - Stock,300059 CH,Sell,Put,CNY,22.4496,22%,18.41,20.45,90.0%,,7-Apr-23,0,"678,900",$13.88,$1.80,,UBS,0.77%,Expired,"$15,320",$0,"$15,320",,,0.145604916,"$3,241,718",,,04/07/23,P,
204,7-Mar-23,OTC - Stock,688036 CH,Sell,Call,CNY,129.47,-22%,101.46,88.23,115.0%,,7-Apr-23,0,"11,000",$0.97,$0.16,,UBS,0.70%,Exercised,$971,"-$44,855","-$43,884",,,0.145604916,"$3,242,689",,,04/07/23,C,
